COMPANY,BILLTO,MRPVSCONT,NUM_FPN,NUM_CPN,CPN,MFR,MFR_PART,FPN,PRIORITY,CLASS,EAU,BOND_QTY,BOND_DELTA,BOND_ALLOC,ATS_BOL,ATS_MTL,ATS_ASIA,ATS_EUR,DELTA,WKS_SUPPLY,CUTOFFDATE,TREND,VOLAT_PERC,ACCUR_PERC,TOTAL_CBO,TOT_ALLOC,PROV_ALLOC,NA_PBO,EUR_PBO,ASIA_PBO,USE_1_12,USE_13_24,USE_13_16,USE_9_12,USE_5_8,USE_1_4,PASTDUE,WEEK1,WEEK2,WEEK3,WEEK4,WEEK5,WEEK6,MRP_1_4,MRP_5_8,MRP_9_12,MRP_13_16,MRP_17_20,MRP_21_24,MRP_25_28,MRP_OVER28,MRP_1_12,GROSS_NET,QOH,FCQOH,INTRANSIT,FRESALE,UOM,CRESALE,RESCHK,PRODUCTYPE,FMPQ,CMPQ,MPQCHK,CPNDESC,BIN_LOC,CONTR_NUM,CONTR_LINE,CONTR_STRT,CONTR_END,EXTRA1,EXTRA2,EXTRA3,LOI_NUM,CUST_PO,CUSTPOLINE,IS_LF,IS_ROHS,A_LF_PB,A_ROHS,END_CUST,PROG_PART,WEEK13,MRPPD_13,NET_90DAY,RUN_DATE,PAPER_WORK,NETGRECEIV,QOHDEDUCT,CBODEDUCT,FCQOHDEDUC,CUST_NET90,ACTIONET90,CBOBONDALC,CODE,NOTES,USERNAME,MODDATE,MANUALOC,LEADTIME,CUSTMPN
FUTA,JS005B,MC,1,1,12-04135,DIO,BAV116WS-7,BAV116WS-7,001,04,489000,231000,72000,159000,0,0,0,0,-120903,3 Weeks,1/24/2022,1010.24%,No previous data found,No previous data found,0,0,0,0,177000,336000,75000,0,0,33000,42000,0,0,44942,45000,45000,44938,45000,46800,179880,158400,205200,214200,55800,59400,63000,248400,543480,Gross MRP data - QOH provided,263577,0,0,0.011100,E,0.000000,Empty Customer Price,Common Bond,3000,0,Empty Customer MPQ,In-Transit:Sales=0;CBO=0,,CT#9999,203,11/25/2019,1/1/2030,179880,224880,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853037071,000001,Y,Y,N,N,,,57600,601080,279903,1/1/2022,,Gross MRP Received,N,N,N,279903,279903,159000,,,,,N,51,BAV116WS-7
FUTA,JS005B,MC,1,1,12-04150,DIO,D5V0L1B2T-7,D5V0L1B2T-7,001,11,735000,342000,126000,216000,0,0,0,0,-200647,3 Weeks,1/24/2022,1512.42%,No previous data found,No previous data found,0,0,0,0,96000,957000,30000,48000,48000,9000,21000,0,0,67413,67500,67500,71876,67500,70200,274289,243900,307800,353700,89100,100800,112500,444600,825989,Gross MRP data - QOH provided,409342,0,0,0.014500,E,0.000000,Empty Customer Price,Common Bond,3000,0,Empty Customer MPQ,In-Transit:Sales=0;CBO=0,,CT#9999,206,11/25/2019,1/1/2030,274289,341789,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853037073,000001,Y,Y,N,N,,,86400,912389,416647,1/1/2022,,Gross MRP Received,N,N,N,416647,416647,216000,,,,,N,42,D5V0L1B2T-7
FUTA,JS005B,MC,1,1,12-04151,DIO,SMAZ20-13-F,SMAZ20TR,001,4X,245000,115000,0,115000,30000,0,515000,0,492688,30 Weeks+,8/1/2022,841.87%,No previous data found,No previous data found,0,0,0,55000,5000,345000,40000,5000,5000,20000,20000,0,0,22471,22500,22500,22469,22500,23400,89940,79200,102600,107100,27900,29700,31500,124200,271740,Gross MRP data - QOH provided,134428,0,0,0.030500,E,0.000000,Empty Customer Price,Common Bond,5000,0,Empty Customer MPQ,In-Transit:Sales=0;CBO=0,,CT#9999,202,11/25/2019,1/1/2030,89940,112440,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853037074,000001,Y,Y,N,N,,,28800,300540,137312,1/1/2022,,Gross MRP Received,N,N,N,137312,137312,115000,,,,,N,30,SMAZ20-13-F
FUTA,JS005B,MC,1,1,188735397,DIO,BAV99W-7-F,BAV99WT1,001,04,60000,24000,0,24000,0,0,801000,963000,795056,30 Weeks+,8/1/2022,256.02%,No previous data found,No previous data found,0,0,0,738000,4680000,10311000,21000,6000,6000,0,6000,15000,19322,2420,0,0,0,12534,10256,2420,29678,22276,14751,7773,9862,9355,62392,54374,Gross MRP data - QOH provided,43752,0,0,0.010500,E,0.000000,Empty Customer Price,Common Bond,3000,0,Empty Customer MPQ,In-Transit:Sales=0;CBO=0,,CT#9999,007,1/15/2016,1/1/2030,21742,34276,"676825,676852,676853,676812,",BIM-JABIL VN-SMCI,1853035851,000001,Y,Y,N,N,,,3166,76862,29944,1/1/2022,,Gross MRP Received,N,N,N,29944,29944,24000,,,,,N,39,BAV99W-7-F
FUTA,JS005B,MC,1,1,189103664,DIO,BZT52C43-7-F,BZT52C43TR,001,4X,258000,93000,0,93000,0,0,657000,3000,666636,30 Weeks+,8/1/2022,166.75%,No previous data found,No previous data found,0,0,0,108000,78000,555000,54000,105000,96000,0,0,54000,43674,0,0,0,480,4335,10561,480,40944,128908,79787,36734,61145,57557,169557,170332,Gross MRP data - QOH provided,130642,0,0,0.010300,E,0.000000,Empty Customer Price,Common Bond,3000,0,Empty Customer MPQ,In-Transit:Sales=0;CBO=0,,1853022412,009,1/15/2016,1/1/2030,44154,48489,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853036143,000001,Y,Y,N,N,,,18790,232796,83364,1/1/2022,,Gross MRP Received,N,N,N,83364,83364,93000,,,,,N,CALL,BZT52C43-7-F
FUTA,JS005B,MC,1,1,192001997,DIO,ZXTN07045EFFTA,ZXTN07045EFFTA,001,04,165000,0,0,0,0,0,66000,0,67012,30 Weeks+,8/1/2022,200000.00%,No previous data found,No previous data found,0,0,0,6000,3000,36000,0,0,0,0,0,0,0,1000,0,0,0,0,0,1000,0,1000,0,0,0,0,0,2000,Gross MRP data - QOH provided,3012,0,0,0.099000,E,0.000000,Empty Customer Price,Common Bond,3000,0,Empty Customer MPQ,In-Transit:Sales=0;CBO=0,,CT#9999,011,1/15/2016,1/1/2030,1000,1000,"375173,376424,375175,378405,375183,37518",BIM-JABIL VN-SMCI,1853028969,000001,Y,Y,N,N,,,0,2000,0,1/1/2022,,Gross MRP Received,N,N,N,0,0,0,,,,,N,34,ZXTN07045EFFTA
FUTA,JS005B,MC,1,1,28387-LF,STM,M41T81M6F,M41T81M6TR/SADA,001,25,100000,20000,20000,0,0,0,0,0,-29161,-1 Weeks,12/27/2021,617.94%,No previous data found,No previous data found,0,0,0,0,0,87500,0,17500,17500,0,0,0,4196,6651,17495,12752,11646,7301,3556,48544,19287,18993,21316,7213,7773,11715,19793,86824,Gross MRP data - QOH provided,61859,0,0,0.742500,E,0.000000,Empty Customer Price,Common Bond,2500,0,Empty Customer MPQ,In-Transit:Sales=0;CBO=0,,CT#9999,209,1/6/2020,1/1/2030,52740,60041,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853037733,000001,Y,Y,N,N,,,5927,96947,29161,1/1/2022,,Gross MRP Received,N,N,N,29161,29161,0,,,,,N,CALL,M41T81M6F
FUTA,JS005B,MC,2,1,34355-LF,DIO,MMSZ5245B-7-F,MMSZ5245BT1,001,4X,102000,36000,15000,21000,0,0,0,0,-38788,1 Weeks,1/10/2022,293.49%,No previous data found,No previous data found,0,0,0,3912000,1530000,6618000,108000,3000,3000,51000,39000,18000,8260,12678,39763,37345,37360,20056,15953,127146,65285,59387,73955,38280,49520,46758,239505,251818,Gross MRP data - QOH provided,200290,0,0,0.010400,E,0.000000,Empty Customer Price,Common Bond,3000,0,Empty Customer MPQ,In-Transit:Sales=0;CBO=0,,CT#9999,249,7/28/2020,1/1/2030,200691,200691,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853044375,000001,Y,Y,N,N,,,26337,286415,59788,1/1/2022,,Gross MRP Received,N,N,N,59788,59788,21000,,,,,N,CALL,MMSZ5245B-7-F
FUTA,JS005B,MC,1,1,69813-3,ZTM,BV301S09020-235,BV301S09020-235,001,66,150000,0,0,0,0,0,0,0,-381,1 Weeks,1/10/2022,1014900.00%,No previous data found,No previous data found,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4677,0,0,0,0,4677,3120,0,2352,3912,2352,4704,2352,7797,Gross MRP data - QOH provided,7416,0,0,0.955000,E,0.000000,Empty Customer Price,NCNR,150,0,Empty Customer MPQ,In-Transit:Sales=0;CBO=0,,CT#9999,092,7/19/2016,1/1/2030,4677,4677,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853035892,000001,Y,Y,N,N,,,0,7797,381,1/1/2022,,Gross MRP Received,N,N,N,381,381,0,,,,,N,,BV301S09020-235
FUTA,JS005B,MC,1,1,69814-3,ZTM,BV302S09020-888,BV302S09020-888,001,66,421200,52500,52500,0,0,0,0,0,-160472,0 Weeks,1/3/2022,205.84%,No previous data found,No previous data found,0,0,0,0,0,52500,18750,96750,73650,600,18150,0,0,28200,28800,30000,2400,23400,23400,89400,46800,25800,28200,30600,24000,23400,65400,162000,Gross MRP data - QOH provided,1528,0,0,0.930000,E,0.000000,Empty Customer Price,NCNR,150,0,Empty Customer MPQ,In-Transit:Sales=0;CBO=0,,CT#9999,093,7/19/2016,1/1/2030,89400,112800,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853036138,000001,Y,Y,N,N,,,2400,164400,160472,1/1/2022,,Gross MRP Received,N,N,N,160472,160472,0,,,,,N,12,BV302S09020-888
FUTA,JS005B,MC,3,1,70228-1,DIO,S1M-13-F,S1MTR,001,4V,1950000,970000,0,970000,1820000,0,29515000,1585000,29409074,30 Weeks+,8/1/2022,200.80%,No previous data found,No previous data found,0,0,0,4070000,4400000,4980000,380000,970000,815000,0,380000,0,713932,225329,256432,228996,99284,188080,187680,810041,508960,525888,554704,255312,773308,489376,1621600,1844889,Gross MRP data - QOH provided,1482895,0,0,0.013000,E,0.000000,Empty Customer Price,Common Bond,5000,0,Empty Customer MPQ,In-Transit:Sales=0;CBO=0,,1853024237,051,1/15/2016,1/1/2030,1523973,1712053,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853035906,000001,Y,Y,N,N,,,124608,2683429,1075926,1/1/2022,,Gross MRP Received,N,N,N,1075926,1075926,970000,,,,,N,20,S1M-13-F
FUTA,JS005B,MC,2,1,70476-1,DIO,US1M-13-F,US1MTR,001,4V,80000,0,0,0,400000,0,7170000,155000,7174606,30 Weeks+,8/1/2022,25.00%,No previous data found,No previous data found,0,0,0,1360000,16950000,18435000,20000,20000,20000,5000,15000,0,30000,0,2001,3000,0,1000,0,5001,1000,3000,1000,3000,20721,22120,49400,9001,Gross MRP data - QOH provided,43607,0,0,0.022100,E,0.000000,Empty Customer Price,Common Bond,5000,0,Empty Customer MPQ,In-Transit:Sales=0;CBO=0,,CT#9999,158,10/8/2018,1/1/2030,35001,36001,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853032729,000001,Y,Y,N,N,,,0,39001,0,1/1/2022,,Gross MRP Received,N,N,N,0,0,0,,,,,Y,20,US1M-13-F
FUTA,JS005B,MC,2,1,72307-2,DIO,B560C-13-F,B560CTR,001,4V,30000,0,0,0,0,0,0,0,1040,0 Weeks,1/3/2022,74.90%,No previous data found,No previous data found,0,0,0,366000,1485000,3282000,0,27000,18000,0,0,0,0,4482,9000,0,0,0,0,13482,0,0,0,0,0,0,0,13482,Gross MRP data - QOH provided,14522,0,0,0.078100,E,0.000000,Empty Customer Price,Common Bond,3000,0,Empty Customer MPQ,In-Transit:Sales=0;CBO=0,,CT#9999,276,1/18/2021,1/1/2030,13482,13482,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853035853,000001,Y,Y,N,N,,,0,13482,0,1/1/2022,,Gross MRP Received,N,N,N,0,0,0,,,,,N,CALL,B560C-13-F
FUTA,JS005B,MC,1,1,72377-1,DIO,BAT54WS-7-F,BAT54WSTR,001,04,300000,693000,693000,0,0,0,0,0,-718234,-1 Weeks,12/27/2021,502.50%,No previous data found,No previous data found,0,0,0,1098000,5850000,6606000,0,90000,84000,0,0,0,514000,33534,40101,32100,22469,23500,23400,128204,80200,105600,108100,30900,167455,94120,344400,314004,Gross MRP data - QOH provided,109770,0,0,0.007000,E,0.000000,Empty Customer Price,Common Bond,3000,0,Empty Customer MPQ,In-Transit:Sales=0;CBO=0,,CT#9999,263,8/26/2020,1/1/2030,642204,665704,VN0101RICONSIGN,BIM-JABIL VN-SMCI,1853045650,000001,Y,Y,N,N,,,28800,856804,718234,1/1/2022,,Gross MRP Received,N,N,N,718234,718234,0,,,,,N,CALL,BAT54WS-7-F
